name,wiki_uri,s,wikidata,wiki_name
H.A. Halbertsma,[],https://hdl.handle.net/20.500.11840/pi1572,http://www.wikidata.org/entity/Q2473278,"[rdflib.term.Literal('Herre Halbertsma', lang='an'), rdflib.term.Literal('Herre Halbertsma', lang='cy'), rdflib.term.Literal('Herre Halbertsma', lang='de-at'), rdflib.term.Literal('Herre Halbertsma', lang='de-ch'), rdflib.term.Literal('Herre Halbertsma', lang='en-ca'), rdflib.term.Literal('Herre Halbertsma', lang='en-gb'), rdflib.term.Literal('Herre Halbertsma', lang='et'), rdflib.term.Literal('Herre Halbertsma', lang='fi'), rdflib.term.Literal('Herre Halbertsma', lang='ga'), rdflib.term.Literal('Herre Halbertsma', lang='gl'), rdflib.term.Literal('Herre Halbertsma', lang='io'), rdflib.term.Literal('Herre Halbertsma', lang='jut'), rdflib.term.Literal('Herre Halbertsma', lang='pms'), rdflib.term.Literal('Herre Halbertsma', lang='pt'), rdflib.term.Literal('Herre Halbertsma', lang='pt-br'), rdflib.term.Literal('Herre Halbertsma', lang='ro'), rdflib.term.Literal('Herre Halbertsma', lang='sc'), rdflib.term.Literal('Herre Halbertsma', lang='sco'), rdflib.term.Literal('Herre Halbertsma', lang='sje'), rdflib.term.Literal('Herre Halbertsma', lang='ast'), rdflib.term.Literal('Herre Halbertsma', lang='ca'), rdflib.term.Literal('Herre Halbertsma', lang='da'), rdflib.term.Literal('Herre Halbertsma', lang='de'), rdflib.term.Literal('Herre Halbertsma', lang='en'), rdflib.term.Literal('Herre Halbertsma', lang='es'), rdflib.term.Literal('Herre Halbertsma', lang='fr'), rdflib.term.Literal('Herre Halbertsma', lang='fy'), rdflib.term.Literal('Herre Halbertsma', lang='it'), rdflib.term.Literal('Herre Halbertsma', lang='nb'), rdflib.term.Literal('Herre Halbertsma', lang='nl'), rdflib.term.Literal('Herre Halbertsma', lang='nn'), rdflib.term.Literal('Herre Halbertsma', lang='sl'), rdflib.term.Literal('Herre Halbertsma', lang='sq'), rdflib.term.Literal('Herre Halbertsma', lang='sv')]"
Niels Halbertsma,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571601')],https://hdl.handle.net/20.500.11840/pi1573,http://www.wikidata.org/entity/Q82571601,"[rdflib.term.Literal('Niels Halbertsma', lang='ast'), rdflib.term.Literal('Niels Halbertsma', lang='ca'), rdflib.term.Literal('Niels Halbertsma', lang='cy'), rdflib.term.Literal('Niels Halbertsma', lang='da'), rdflib.term.Literal('Niels Halbertsma', lang='de'), rdflib.term.Literal('Niels Halbertsma', lang='en'), rdflib.term.Literal('Niels Halbertsma', lang='es'), rdflib.term.Literal('Niels Halbertsma', lang='fi'), rdflib.term.Literal('Niels Halbertsma', lang='fr'), rdflib.term.Literal('Niels Halbertsma', lang='ga'), rdflib.term.Literal('Niels Halbertsma', lang='it'), rdflib.term.Literal('Niels Halbertsma', lang='nb'), rdflib.term.Literal('Niels Halbertsma', lang='nl'), rdflib.term.Literal('Niels Halbertsma', lang='pt'), rdflib.term.Literal('Niels Halbertsma', lang='pt-br'), rdflib.term.Literal('Niels Halbertsma', lang='ro'), rdflib.term.Literal('Niels Halbertsma', lang='sc'), rdflib.term.Literal('Niels Halbertsma', lang='sq'), rdflib.term.Literal('Niels Halbertsma', lang='sv')]"
N.H.P. (Nola Hendrika Petronella) Hatterman,[],https://hdl.handle.net/20.500.11840/pi1618,http://www.wikidata.org/entity/Q2474904,"[rdflib.term.Literal('Nola Hatterman', lang='ga'), rdflib.term.Literal('نولا هاتيرمان', lang='arz'), rdflib.term.Literal('Nola Hatterman', lang='ast'), rdflib.term.Literal('Nola Hatterman', lang='ca'), rdflib.term.Literal('Nola Hatterman', lang='da'), rdflib.term.Literal('Nola Hatterman', lang='de'), rdflib.term.Literal('Nola Hatterman', lang='en'), rdflib.term.Literal('Nola Hatterman', lang='es'), rdflib.term.Literal('Nola Hatterman', lang='fi'), rdflib.term.Literal('Nola Hatterman', lang='fr'), rdflib.term.Literal('Nola Hatterman', lang='hu'), rdflib.term.Literal('Nola Hatterman', lang='it'), rdflib.term.Literal('Nola Hatterman', lang='nb'), rdflib.term.Literal('Nola Hatterman', lang='nl'), rdflib.term.Literal('Nola Hatterman', lang='nn'), rdflib.term.Literal('Nola Hatterman', lang='pt'), rdflib.term.Literal('Nola Hatterman', lang='pt-br'), rdflib.term.Literal('Nola Hatterman', lang='sl'), rdflib.term.Literal('Nola Hatterman', lang='sq'), rdflib.term.Literal('Nola Hatterman', lang='sv')]"
Drs. E.L. (Ernst) Heins,[],https://hdl.handle.net/20.500.11840/pi1648,http://www.wikidata.org/entity/Q84593453,"[rdflib.term.Literal('Ernst Heins', lang='ast'), rdflib.term.Literal('Ernst Heins', lang='ca'), rdflib.term.Literal('Ernst Heins', lang='cy'), rdflib.term.Literal('Ernst Heins', lang='da'), rdflib.term.Literal('Ernst Heins', lang='de'), rdflib.term.Literal('Ernst Heins', lang='en'), rdflib.term.Literal('Ernst Heins', lang='es'), rdflib.term.Literal('Ernst Heins', lang='fi'), rdflib.term.Literal('Ernst Heins', lang='fr'), rdflib.term.Literal('Ernst Heins', lang='ga'), rdflib.term.Literal('Ernst Heins', lang='it'), rdflib.term.Literal('Ernst Heins', lang='nb'), rdflib.term.Literal('Ernst Heins', lang='nl'), rdflib.term.Literal('Ernst Heins', lang='pt'), rdflib.term.Literal('Ernst Heins', lang='pt-br'), rdflib.term.Literal('Ernst Heins', lang='ro'), rdflib.term.Literal('Ernst Heins', lang='sc'), rdflib.term.Literal('Ernst Heins', lang='sq'), rdflib.term.Literal('Ernst Heins', lang='sv')]"
Dr. E. (Ernst) Heldring,[],https://hdl.handle.net/20.500.11840/pi1658,http://www.wikidata.org/entity/Q2777683,"[rdflib.term.Literal('Ernst Heldring', lang='an'), rdflib.term.Literal('Ernst Heldring', lang='cy'), rdflib.term.Literal('Ernst Heldring', lang='de-at'), rdflib.term.Literal('Ernst Heldring', lang='de-ch'), rdflib.term.Literal('Ernst Heldring', lang='ga'), rdflib.term.Literal('Ernst Heldring', lang='gl'), rdflib.term.Literal('Ernst Heldring', lang='io'), rdflib.term.Literal('Ernst Heldring', lang='jut'), rdflib.term.Literal('Ernst Heldring', lang='pms'), rdflib.term.Literal('Ernst Heldring', lang='ro'), rdflib.term.Literal('Ernst Heldring', lang='sc'), rdflib.term.Literal('Ernst Heldring', lang='sco'), rdflib.term.Literal('Ernst Heldring', lang='sje'), rdflib.term.Literal('Ernst Heldring', lang='ast'), rdflib.term.Literal('Ernst Heldring', lang='ca'), rdflib.term.Literal('Ernst Heldring', lang='cs'), rdflib.term.Literal('Ernst Heldring', lang='da'), rdflib.term.Literal('Ernst Heldring', lang='de'), rdflib.term.Literal('Ernst Heldring', lang='en'), rdflib.term.Literal('Ernst Heldring', lang='es'), rdflib.term.Literal('Ernst Heldring', lang='fi'), rdflib.term.Literal('Ernst Heldring', lang='fr'), rdflib.term.Literal('Ernst Heldring', lang='hu'), rdflib.term.Literal('Ernst Heldring', lang='it'), rdflib.term.Literal('Ernst Heldring', lang='nb'), rdflib.term.Literal('Ernst Heldring', lang='nl'), rdflib.term.Literal('Ernst Heldring', lang='nn'), rdflib.term.Literal('Ernst Heldring', lang='pap'), rdflib.term.Literal('Ernst Heldring', lang='pl'), rdflib.term.Literal('Ernst Heldring', lang='pt'), rdflib.term.Literal('Ernst Heldring', lang='pt-br'), rdflib.term.Literal('Ernst Heldring', lang='sl'), rdflib.term.Literal('Ernst Heldring', lang='sq'), rdflib.term.Literal('Ernst Heldring', lang='sv')]"
J. (Jan) Hendrix,[],https://hdl.handle.net/20.500.11840/pi1666,http://www.wikidata.org/entity/Q6149047,"[rdflib.term.Literal('Jan Hendrix', lang='an'), rdflib.term.Literal('Jan Hendrix', lang='cy'), rdflib.term.Literal('Jan Hendrix', lang='de-at'), rdflib.term.Literal('Jan Hendrix', lang='de-ch'), rdflib.term.Literal('Jan Hendrix', lang='ga'), rdflib.term.Literal('Jan Hendrix', lang='gl'), rdflib.term.Literal('Jan Hendrix', lang='io'), rdflib.term.Literal('Jan Hendrix', lang='jut'), rdflib.term.Literal('Jan Hendrix', lang='nn'), rdflib.term.Literal('Jan Hendrix', lang='pms'), rdflib.term.Literal('Jan Hendrix', lang='ro'), rdflib.term.Literal('Jan Hendrix', lang='sc'), rdflib.term.Literal('Jan Hendrix', lang='sco'), rdflib.term.Literal('Jan Hendrix', lang='sje'), rdflib.term.Literal('Jan Hendrix', lang='de'), rdflib.term.Literal('Jan Hendrix', lang='en'), rdflib.term.Literal('يان هسندريكس', lang='ar'), rdflib.term.Literal('يان هسندريكس', lang='arz'), rdflib.term.Literal('Jan Hendrix', lang='ast'), rdflib.term.Literal('Jan Hendrix', lang='ca'), rdflib.term.Literal('Jan Hendrix', lang='da'), rdflib.term.Literal('Jan Hendrix', lang='es'), rdflib.term.Literal('Jan Hendrix', lang='fi'), rdflib.term.Literal('Jan Hendrix', lang='fr'), rdflib.term.Literal('Jan Hendrix', lang='it'), rdflib.term.Literal('Jan Hendrix', lang='nb'), rdflib.term.Literal('Jan Hendrix', lang='nl'), rdflib.term.Literal('Jan Hendrix', lang='pap'), rdflib.term.Literal('Jan Hendrix', lang='pt'), rdflib.term.Literal('Jan Hendrix', lang='pt-br'), rdflib.term.Literal('Jan Hendrix', lang='sl'), rdflib.term.Literal('Jan Hendrix', lang='sq'), rdflib.term.Literal('Jan Hendrix', lang='sv')]"
L.C. Heyting,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571737')],https://hdl.handle.net/20.500.11840/pi1701,http://www.wikidata.org/entity/Q82571737,"[rdflib.term.Literal('L.C. Heyting', lang='en'), rdflib.term.Literal('L.C. Heyting', lang='nl')]"
J.A. (Jan Arie) van der Hoeven,[],https://hdl.handle.net/20.500.11840/pi1731,http://www.wikidata.org/entity/Q82571801,"[rdflib.term.Literal('Jan Arie van der Hoeven', lang='ast'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='ca'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='cy'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='da'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='de'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='en'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='es'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='fi'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='fr'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='ga'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='it'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='nb'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='nl'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='pt'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='pt-br'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='ro'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='sc'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='sq'), rdflib.term.Literal('Jan Arie van der Hoeven', lang='sv')]"
Jac. Hoogerbrugge,[],https://hdl.handle.net/20.500.11840/pi1760,http://www.wikidata.org/entity/Q84593486,"[rdflib.term.Literal('Jac. Hoogerbrugge', lang='en'), rdflib.term.Literal('Jac. Hoogerbrugge', lang='es'), rdflib.term.Literal('Jac Hoogerbrugge', lang='nl')]"
G.B. (Gijsbert Brand) Hooijer,[],https://hdl.handle.net/20.500.11840/pi1770,http://www.wikidata.org/entity/Q2355353,"[rdflib.term.Literal('Gijsbert Brand Hooijer', lang='an'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='cy'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='de-at'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='de-ch'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='eu'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='fi'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='gl'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='io'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='jut'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='pms'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='pt'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='pt-br'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='ro'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='sc'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='sco'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='sje'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='ast'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='ca'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='da'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='de'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='en'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='es'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='fr'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='ga'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='it'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='nb'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='nl'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='nn'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='sl'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='sq'), rdflib.term.Literal('Gijsbert Brand Hooijer', lang='sv')]"
M.E. (Maria Elisabeth) Houtzager,[],https://hdl.handle.net/20.500.11840/pi1792,http://www.wikidata.org/entity/Q82571871,"[rdflib.term.Literal('Elisabeth Houtzager', lang='ca'), rdflib.term.Literal('Elisabeth Houtzager', lang='da'), rdflib.term.Literal('Elisabeth Houtzager', lang='de'), rdflib.term.Literal('Maria Elisabeth Houtzager', lang='en'), rdflib.term.Literal('Elisabeth Houtzager', lang='es'), rdflib.term.Literal('Elisabeth Houtzager', lang='fr'), rdflib.term.Literal('Elisabeth Houtzager', lang='it'), rdflib.term.Literal('Elisabeth Houtzager', lang='nl'), rdflib.term.Literal('Elisabeth Houtzager', lang='pt'), rdflib.term.Literal('Elisabeth Houtzager', lang='pt-br'), rdflib.term.Literal('Elizabeth Houtzager', lang='sq'), rdflib.term.Literal('Elisabeth Houtzager', lang='sv')]"
Dhr. R. (Robert) Huber,[],https://hdl.handle.net/20.500.11840/pi1799,http://www.wikidata.org/entity/Q86735062,"[rdflib.term.Literal('Robert Huber', lang='en'), rdflib.term.Literal('Robert Huber', lang='nl')]"
Drs. D. (Dick) Jaeger,[],https://hdl.handle.net/20.500.11840/pi1852,http://www.wikidata.org/entity/Q84593537,"[rdflib.term.Literal('Dick Jaeger', lang='es'), rdflib.term.Literal('Dick Jaeger', lang='de'), rdflib.term.Literal('Dick Jaeger', lang='fr'), rdflib.term.Literal('Dick Jaeger', lang='it'), rdflib.term.Literal('Dick Jaeger', lang='pt'), rdflib.term.Literal('Dick Jaeger', lang='pt-br'), rdflib.term.Literal('Dick Jaeger', lang='en'), rdflib.term.Literal('Dick Jaeger', lang='nl')]"
Dr. J.H. (Joop) Jager Gerlings,[],https://hdl.handle.net/20.500.11840/pi1855,http://www.wikidata.org/entity/Q82572196,"[rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='an'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='de-at'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='de-ch'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='gl'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='io'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='jut'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='nn'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='pms'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='sco'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='sje'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='nl'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='ast'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='ca'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='cy'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='da'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='de'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='en'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='es'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='fi'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='fr'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='ga'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='it'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='nb'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='pt'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='pt-br'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='ro'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='sc'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='sq'), rdflib.term.Literal('Johannes Hendrik Jager Gerlings', lang='sv')]"
C.H. (Christoffel Hendrik) Japing,[],https://hdl.handle.net/20.500.11840/pi1875,http://www.wikidata.org/entity/Q82572247,"[rdflib.term.Literal('Christoffel Hendrik Japing', lang='ast'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='ca'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='cy'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='da'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='de'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='en'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='es'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='fi'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='fr'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='ga'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='it'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='nb'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='nl'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='pt'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='pt-br'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='ro'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='sc'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='sq'), rdflib.term.Literal('Christoffel Hendrik Japing', lang='sv')]"
Dhr. J.E. (Johan Ernst)  Jasper,[],https://hdl.handle.net/20.500.11840/pi1877,http://www.wikidata.org/entity/Q3258844,"[rdflib.term.Literal('Johan Ernst Jasper', lang='an'), rdflib.term.Literal('Johan Ernst Jasper', lang='cy'), rdflib.term.Literal('Johan Ernst Jasper', lang='de-at'), rdflib.term.Literal('Johan Ernst Jasper', lang='de-ch'), rdflib.term.Literal('Johan Ernst Jasper', lang='en-ca'), rdflib.term.Literal('Johan Ernst Jasper', lang='en-gb'), rdflib.term.Literal('Johan Ernst Jasper', lang='et'), rdflib.term.Literal('Johan Ernst Jasper', lang='eu'), rdflib.term.Literal('Johan Ernst Jasper', lang='ga'), rdflib.term.Literal('Johan Ernst Jasper', lang='gl'), rdflib.term.Literal('Johan Ernst Jasper', lang='io'), rdflib.term.Literal('Johan Ernst Jasper', lang='jut'), rdflib.term.Literal('Johan Ernst Jasper', lang='pms'), rdflib.term.Literal('Johan Ernst Jasper', lang='ro'), rdflib.term.Literal('Johan Ernst Jasper', lang='sc'), rdflib.term.Literal('Johan Ernst Jasper', lang='sco'), rdflib.term.Literal('Johan Ernst Jasper', lang='sje'), rdflib.term.Literal('Johan Ernst Jasper', lang='sq'), rdflib.term.Literal('Johan Ernst Jasper', lang='ast'), rdflib.term.Literal('Johan Ernst Jasper', lang='ca'), rdflib.term.Literal('Johan Ernst Jasper', lang='cs'), rdflib.term.Literal('Johan Ernst Jasper', lang='da'), rdflib.term.Literal('Johan Ernst Jasper', lang='de'), rdflib.term.Literal('Johan Ernst Jasper', lang='en'), rdflib.term.Literal('Johan Ernst Jasper', lang='es'), rdflib.term.Literal('Johan Ernst Jasper', lang='fi'), rdflib.term.Literal('Johan Ernst Jasper', lang='fr'), rdflib.term.Literal('Johan Ernst Jasper', lang='hu'), rdflib.term.Literal('Johan Ernst Jasper', lang='id'), rdflib.term.Literal('Johan Ernst Jasper', lang='it'), rdflib.term.Literal('Johan Ernst Jasper', lang='nb'), rdflib.term.Literal('Johan Ernst Jasper', lang='nl'), rdflib.term.Literal('Johan Ernst Jasper', lang='nn'), rdflib.term.Literal('Johan Ernst Jasper', lang='pap'), rdflib.term.Literal('Johan Ernst Jasper', lang='pl'), rdflib.term.Literal('Johan Ernst Jasper', lang='pt'), rdflib.term.Literal('Johan Ernst Jasper', lang='pt-br'), rdflib.term.Literal('Johan Ernst Jasper', lang='sl'), rdflib.term.Literal('Johan Ernst Jasper', lang='sv')]"
C.J.N. de Jong,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593560')],https://hdl.handle.net/20.500.11840/pi1890,http://www.wikidata.org/entity/Q84593560,"[rdflib.term.Literal('C.J.N. de Jong', lang='en'), rdflib.term.Literal('C.J.N. de Jong', lang='nl'), rdflib.term.Literal('C.J.N. de Jong', lang='pt'), rdflib.term.Literal('C.J.N. de Jong', lang='pt-br')]"
J. (Jan) Jongejans,[],https://hdl.handle.net/20.500.11840/pi1909,http://www.wikidata.org/entity/Q82572341,"[rdflib.term.Literal('Jan Jongejans', lang='en'), rdflib.term.Literal('Jan Jongejans', lang='nl'), rdflib.term.Literal('W. Jan Jongejans', lang='de'), rdflib.term.Literal('W. Jan Jongejans', lang='es'), rdflib.term.Literal('W. Jan Jongejans', lang='fr'), rdflib.term.Literal('W. Jan Jongejans', lang='it'), rdflib.term.Literal('W. Jan Jongejans', lang='sq')]"
Dr. D.G. (Douwe Geert) Jongmans,[],https://hdl.handle.net/20.500.11840/pi1912,http://www.wikidata.org/entity/Q82572345,"[rdflib.term.Literal('Douwe Geert Jongmans', lang='en'), rdflib.term.Literal('Douwe Geert Jongmans', lang='es'), rdflib.term.Literal('Douwe Geert Jongmans', lang='nl'), rdflib.term.Literal('Douwe Geert Jongmans', lang='sq')]"
Manus van der Kamp,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86735064')],https://hdl.handle.net/20.500.11840/pi1948,http://www.wikidata.org/entity/Q86735064,"[rdflib.term.Literal('Manus van der Kamp', lang='en'), rdflib.term.Literal('Manus van der Kamp', lang='nl')]"
