name,wiki_uri
"Thomson, J.",[]
"Tillim, G.",[]
"Traanberg, G.",[]
Tukker,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820384')]
"Uhlenhuth, W.T.",[]
Varig,[]
"Veen, H. van der",[]
"Verwey, A.M.",[]
"Breimer, R.",[]
"Vreede, H.",[]
"Conitz, W.",[]
"Wilkinson, J.B.",[]
"Williams, G.",[]
"Wimmer, H.",[]
"Wolff, H.E.W.",[]
"Bernard, G.",[]
"Bieber, J.",[]
"Naji, L.",[]
"Manen, B. van",[]
"Zalk, N.",[]
"Grendon, P.",[]
"Motou, R.",[]
"Mofokeng, S.",[]
"Solomon, R.",[]
"Veenstra, H.",[]
"Bley, G.F.J.",[]
"Harris, A.",[]
Mohamed Salimu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574917')]
"Bock, C.",[]
HassÃ¤n Mwalago,[]
"Lauters, P.",[]
"Brown, W.",[]
"Contant Rebecque, Baron W. de",[]
Fieljard,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820387')]
"Kuyper, J.",[]
"Portman, L.",[]
"Stuart, M.",[]
"Noman, J.",[]
"Solvyns, F.B.",[]
"Angas, G.F.",[]
J. Wexelsen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83286507')]
"Visser, R.",[]
"Verbeek, R.D.M.",[]
Ir. Th.F.A. (Theodore Felix Albert) Delprat,[]
"Hawkins, W.",[]
McLean. T.,[]
"Manilla, M.",[]
"RÃ¼ckwardt, H.",[]
Henri Ernst,[]
H. van Kruiningen,[]
"Dougall, William",[]
"Boulanger, L.",[]
Ali Masudi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573599')]
"Mulder, P.J.",[]
"Baker, G. P.",[]
"Watkins, C.E.",[]
"Laurent, A.",[]
F. Low,[]
G. Michelson,[]
"Valentyn V.D.M., F.",[]
"Braam, J. van",[]
"Linden, G. onder de",[]
"Le Coq, A. von",[]
"Augustin, J.J.",[]
H. Golding,[]
"Wilsen, F.C.",[]
J.F.G. (Jan Frederik Gerrit) Brumund,[]
Husayn el-Hasani,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741367')]
Muhammad SÃ¢diq b. al-hÃ¢jj 'Ali Effendi,[]
Abu Hamid Al-Ghazali,[]
Uoya Eikichi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498310')]
Shi-Yingchao,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820389')]
Gao-Jianhua,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820393')]
Bi-Qinpo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820394')]
Xue-Zhenggiang,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820396')]
Mir 'Ali Katib Sultani,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594209')]
R.O.J. Verschoor,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594361')]
G.F. Tijdeman,[]
"Meijer, H.A.",[]
"M'Baye, M.",[]
"Sy, D.",[]
Saisei Oba,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82574121')]
Aboudramane,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820398')]
Emile Gbeli,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82571407')]
Maria Adriana (Rita) Bolland,[]
"Bosman, H.W.",[]
Justus Perthes,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q61592')]
"Hellfarth, C.",[]
P.W.M. Trap,[]
C.F. Stemler,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741389')]
Zuail,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820401')]
Mohammed Ali,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q16002506'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q64013950'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q64020911'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498007'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q89822419'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q92161876'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102353033')]"
"Brandes, dr. J.L.A.",[]
"Nieuwland, C.E.",[]
J. Kuijper,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741395')]
"Wegner, A.",[]
Landeshauptmanns Viceadmiral a.D. Freiherrn von Schleimitz,[]
F.E. Spirlet,[]
Humbray Merahabia,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593850')]
Abbas Shirazi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594138')]
"Jemmersma, H.A.",[]
"Kampen, prof. P. van",[]
"Kampen, Prof. P. van",[]
"Everts, J.W.B.",[]
"Rombach, S.C.",[]
"Rombach, M.A.",[]
Cath. A. DermoÃ»t-Visser,[]
J. Ker,[]
G. T. Bom,[]
W.H.G. Kingston,[]
V. Holkema & Warendorf,[]
"Beecher Stowe, H.",[]
Kent Conttrell,[]
Gerrit de Jager,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2379542'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q19972123')]"
Henk Backer,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q16438855')]
Hans Hegen,[]
N. Verschoor- van de Vlis,[]
C. van Gogh,[]
P.J. Andriessen,[]
S. Andriessen,[]
Anna,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q87830418'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q95087143'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96089102'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96221086'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96236197'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96238933'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96242327'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96322979'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q96781320'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q98103236'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q98698436'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q98962321'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q99210330'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q101228671'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q101248382'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q101348701'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q101421177'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q101421189'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q101512665'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102226674'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102227479'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102242617'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102267928'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102517008'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102858249'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102858301'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q103804995'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q104538459'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q105794576'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q107638517'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q108409619'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q108704964'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q108926593'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q109294424'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110051668'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110324768'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110326047'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110329749'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110363239'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110364314'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110364597'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110364930'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110365001'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110420394'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110426609'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110457552'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q559309'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q3657696'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q4766806'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q4936131'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q4936133'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q19610042'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q28728908'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q48689313'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q55194022'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q56506950'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q61313820'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q62929750'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q64711909'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75366723'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75536229'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75589455'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75617092'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75650731'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75765303'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75862240'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75936141'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75959861'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75993944'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76017649'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76056495'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76060738'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76066746'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76150705'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76195984'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76199442'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76235272'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76298536'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76299145'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76343957'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820405')]"
LÃ©on Benett,[]
Gebr. E. & M. Cohen,[]
J. de Liefde,[]
H. Broekhuizen,[]
J. v.d. Berg,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q108910907')]
R.H. Brock,[]
F. (Frieda) van Felden,[]
P. de Zeeuw J.G.zn.,[]
F. Bourgeon,[]
J. Pass,[]
M. Pool,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741441')]
A.van Rijsewijk,[]
J.J. Schmutzer,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741449')]
G. Wigand,[]
D. Defoe,[]
A. van Tricht,[]
W.P. de Vries,[]
J. Redding,[]
W. Planck,[]
G. Paysen Petersen,[]
L. Penning,[]
B. van Wely,[]
A. Melchior,[]
L. Akkermans,[]
Ant. van Dijk,[]
J. Scheider,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741498')]
Ach. LefÃªvre,[]
P. Goeree,[]
I.M Moreau le Je.,[]
Basquoy filius,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820407')]
"Visser, S. de",[]
Last (1),[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820408')]
A. Krause,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741519')]
P. TanjÃ©,[]
"Bertuch, F.J.",[]
J. Braakensiek,[]
C.M. Mensing,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84315264')]
H.C.J.,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820411')]
Rein van Looy,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q1827694')]
W. Brugmans,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741523')]
A. van Munching,[]
H.J. van Munnik,[]
J. Wayboer,[]
J. Edwards,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q76251220'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q76308813')]"
"Groot, J.G. de",[]
H. de Bruijn,[]
B. Dolhain,[]
V. van Vliet,[]
M. Rattu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741539')]
M. Bouillon,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83286677')]
L.L.,[]
Ismail Bin Yusuf,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593209')]
"Majorelle, J.",[]
Muhammed Bin Yusop,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593208')]
Ni Putu Sewitri,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741549')]
"Broos, P.",[]
B. Kater,[]
J. de Sauvage Nolting,[]
E. Blyton,[]
J. Blinxma,[]
N. van Hichtum,[]
A.B. Frost,[]
N. Wiebenga,[]
C.F. van Dam,[]
G.W. Elbers,[]
M. Ende,[]
F.J. Tripp,[]
A.J. Richel,[]
C. Boudens-van Heel,[]
J. Dalenoord,[]
A. van Noort,[]
N. Klaassen,[]
R. Cramer,[]
J. Veth,[]
D. Hoeksema,[]
J. Beckman,[]
W. M. Hutchison,[]
R. Rammelt,[]
H. Lewin,[]
L. Kopper,[]
J. Dulieu,[]
W. SchermelÃ©,[]
L. Roggeveen,[]
B. Braun - Fock,[]
F. A. Haak - Ochsendorf,[]
P. Max,[]
G. Bomans,[]
J. van Loon,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q21596719'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q108973871')]"
S. Mare,[]
A. de Vries,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q106397340'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q109942044')]"
P. Probst,[]
S. Maathuis - Ilcken,[]
H.G.C. Marsh - Lambert,[]
J. L. Torenbeek,[]
M. Bruyn - Ouwehand,[]
G. Kraay,[]
"Visser, T.",[rdflib.term.URIRef('http://www.wikidata.org/entity/Q73538603')]
I. Hogan,[]
T. Marin,[]
A. J. C. van Seters,[]
G. van Heerde,[]
M. Entwistle,[]
Mevr. Barentz - SchÃ¶nberg,[]
M. C. Capelle,[]
L. Erics,[]
J. Haskos Vader,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741663')]
C. van der Baan,[]
D. van Wageningen,[]
P. E. van Gassel,[]
T. Tierney,[]
H. Arnoldus,[]
Hermanna,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820427')]
J.D. Sybrandi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741673')]
Mme la Comtesse de Segur,[]
W.D. von Horn,[]
J. Ligthart,[]
H. Scheepstra,[]
"Bonaparte, N.",[]
CÃ©cile,[]
Jero Dalang Diah,[]
I Ketut GedÃ©,[]
B. Buunk,[]
J.J. Carnaud,[]
"Vollenweider, A.",[]
"Levy, G.",[]
"Delvert, R.",[]
"Ohashi, S.S.",[]
"Vincenti, C.",[]
"Nourault, J.C.",[]
O. en F. Jacques,[]
"Kirknes, J.",[]
Torii Kiyonobu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q3179022')]
R. Reinderhoff,[]
"Djerrahian, E.",[]
"Cittadini, M.",[]
"Klemm, H.",[]
"Son, H.J.A. van",[]
"Cauvin, A.",[]
"Thurn-Taxis-Hohenlohe, M.",[]
"Chryselius' scher Verlag, C.P.",[]
Claire Bonebakker,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2515715')]
"Rosauer, R.",[]
"Rau, W.H.",[]
"SchÃ¼ller, J.C.",[]
"Figueroa Aznar, J.M.",[]
"Huffman, L.A.",[]
"Ludwig, E.",[]
"Zamora, R.",[]
W. (Willem) Dooyewaard,[]
M.E.H.R. van den Kerkhoff,[]
"Meddelkoop, P.",[]
"Preising, T.H.",[]
N.V. v/h H. van Ingen,[]
Keasberry. N.,[]
"Smits, F.B.",[]
G. (Gerard) van Achterberg,[]
Ahmed Askalany,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q3606984')]
"Horner, P.",[]
Ernest DezentjÃ©,[]
Is. M. C. van Mens,[]
Schnabelse,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820433')]
"Heide, J.C. van der",[]
"Geisler, L.",[]
"Lantzius, G.F. von",[]
"Nijland, J. M. Chs.",[]
"Kwars, K.J.",[]
"Buisson, M.",[]
Isaac Israels,[]
"Alberti, P.",[]
"Alberti, J.",[]
"Mahmed Esoof, K.M.",[]
W.C.C. Bleckmann,[]
Kuou Shang-Wei,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83286658')]
Raden Koesoema di Brata,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593639')]
"Sadoon, S.D.H.M.",[]
K'un-ts'an,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820435')]
"Andreopoulos, C.",[]
Hiroyuki Shindo,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q81513189'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575091')]"
Jun Tomita,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q17161769')]
Tosa Hirokata,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83287059')]
"Paulmann, K.H.",[]
"Morikage, K.",[]
F. Chardon,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741718')]
G. MÃ¼tzel,[]
P. Sommer,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q96249040')]
"Stillfried-Rathenitz, R. von, Baron",[]
"Binder, T.",[]
"Bazendijk, P.M.",[]
Maysaloun Faraj,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741721')]
"Pujol, B.",[]
Fukumoto Shihoko,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741724')]
Yamada,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820436')]
G.A.F. (Gustaaf Adolf Frederik) Molengraaff,[]
Senshin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820439')]
"Fox, K.",[]
"Muyden, T. van",[]
"Nusbaum, J.L.",[]
Abdalla Mohammed Abdrehman,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82569923')]
Chas. Weidner,[]
"Bernetzke, C.R.",[]
Yamba Ouedraogo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593995')]
Laila Shawa,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q6473894')]
Dr. A.B. Meyer,[]
"Degoin, H.",[]
Dr. I. (IsaÃ¤c) Groneman,[]
"Gratl, A.",[]
"Markell, D.",[]
"Soeters, D.H.",[]
"Mitchell, E.H.",[]
C.L. Young,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83286768')]
"Savelli, L.",[]
"Burgdorff, F.",[]
"Richter, E.",[]
K. M. Tolsma,[]
Pieter Goemans,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2853317')]
"Kiement, L.",[]
L.J. (Louis Joseph) Goddefroy,[]
"Traldi, A.",[]
"Tendon, G.",[]
"Legros, R.",[]
Arja Peters,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q1826811')]
"Odazzi, G.",[]
"Vanni, F.",[]
"Baldi, C.",[]
P. Pisaneschi,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741774')]
"Donato Montorfano, G.",[]
"Da Vinci, L.",[]
Ahmed Smina,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741776')]
"Domenicani, P. P.",[]
O. Toscani,[]
"Forestier, E. G.",[]
J.R. (Johan Rudolf) Bonnet,[]
"Hauser, J.",[]
Pierre Petit,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q171292'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q434040'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q2093772'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q3386574'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q3386579'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q3386576'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q12353808'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q47312984'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q55070601'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q55975201'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q65595972'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q65665676'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q77424693'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q99358745'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q99358790'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q99358872'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q99358895'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q102368800'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110398922')]"
"Gruyter, F.H.",[]
"Thomson, Th.",[]
Ramboe Dai Doeka,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741779')]
Abbes Ismid,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593518')]
"Campbell, A.S.",[]
H. Smith,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q16205334'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q27574515'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q75831498'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594156'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q100924194'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q104794736'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q108395061')]"
Burber,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820440')]
Wale,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q458519'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820454'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q107059225')]"
"Anessi, A.",[]
Hetty Borel,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741782')]
P.-E. Dubois,[]
Suzuki Harunobu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q360978')]
Utagawa Kunisada,[]
Torii Kiyonaga,[]
J. (Jimmy) Moduk,[]
"Palm, W.A.",[]
Ali Talib,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q56275890'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q100739051')]"
Ledjar Soebroto,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594161')]
"Ackermann, A.",[]
"Hertel, C.",[]
"Valentine, J.",[]
Prof. Dr. K. Florenz,[]
Yashima Gakutei,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q11475750')]
"Parks, J.G.",[]
"Laurent, J.",[]
"Meessen, J.A.",[]
George Milpurrurru,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q43134271')]
H.N. Tutein Nolthenius,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741786')]
Andrew Wargalulu,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499721')]
Abdullah FrÃ¨res,[]
"Ingen, H. van",[]
Tan Tjie Lan,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q27898068')]
"Rimestadt, H.G.",[]
Takusai,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820457')]
Thamae Setshogo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741793')]
"Dunlop, A.C.",[]
Toyohara Kunichika,[]
Hareth Muthanna,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82573889')]
Esma YiÄitoÄlu,[]
"Lopez, F.",[]
Mutuaga,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820459')]
"Macarteney, Lord",[]
"Brok, W.",[]
"Leufkens, H.",[]
Kagaya Kichibei,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q27921067')]
Lucky Sibiya,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594140')]
Wakuthi Marawili,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q59685351')]
"Rochussen, C.",[]
A. (Antonio) Beato,[]
Mohamed Tabal,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82575469')]
Stephen Kawurlkku,[]
Gharib al-Husayn,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741803')]
Hicham Lahlou,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q3135184')]
"ClaesÆens, Lo. A.",[]
"Baarvel, G.S. van",[]
"Alexander, W.",[]
"Vinkeles, R.",[]
Bruce Barlirr,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498046')]
"Edwards, S.",[]
Eva Marcus,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593817')]
Lod. Lavki,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2743246')]
K. Norel,[]
Cor van der Schaaf,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594102')]
Jimmy Nglakun,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498930')]
H. Hofling,[]
Captain Charles Gilson,[]
Miep Diekmann,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q537988')]
Walter Tomson,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594353')]
E.F. Lattimore,[]
Dick Laan,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q1209714'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q22662450')]"
J. (Jimmy) Wood,[]
Joep Buttinghausen,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84593238')]
Albert Wurrdjal,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499762')]
Ricky Tarbell,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594180')]
A. A. Amri,[]
Ti Nyun Gwus,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594322')]
Albert Looking Elk,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q4710743')]
TomÃ¡s Vigil,[]
Alfonzo Roybal,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84594082')]
Manuel Cruz,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q5992712'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q59196873'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q60729402'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q110228975')]"
Fred Kabotie,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q4251041')]
Isaak Nangmalik,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86741806')]
"Westerbeek, A.",[]
"Jones, W.",[]
Khadija Kabbaj,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572373')]
Kitty Fry,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498357')]
Shirley Minjingala,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84498844')]
Utagawa Kunichika,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q82572980')]
"Dupaix, G.",[]
"CastaÃ±eda, J.L.",[]
"Lenoir, M.A.",[]
"Warden, D.B.",[]
"Didot, J.",[]
"Vitasse, L.",[]
"Delaporte, M.",[]
"Vanderbursch, H.",[]
Don Weluk,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q84499744')]
I. AchetÃ©,[]
Augusta Curiel,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q2355790')]
"Veelwaard, D.Â²",[]
