	nmvw_uri	pref_label	birth_begin_time	birth_end_time	death_begin_time	death_end_time	death_end_time	ConstituentID	AlphaSort	NameTitle	Biography	FirstName	MiddleName	LastName	Suffix	FullName	DisplayName	BeginDate	EndDate	DisplayDate	Nationality	BeginDateISO	EndDateISO	HumanEval	Remarks
0	https://hdl.handle.net/20.500.11840/pi64129	Adolphe Zimmermans	1858-04-02	1858-04-02	1922-07-02	1922-07-02	1922-07-02	5995.0	Zimmermans Adolphe		"Signeert met: ""Adolphe Zimmermans Photographe de S.M. la Reine-Mère, La Haye"""	Adolphe		Zimmermans		Adolphe Zimmermans	Adolphe Zimmermans	0	0					YES	Possibly
