,const_range,g_stmt_len,const_len,wiki_stmt_len,wiki_len
2438,ccrdfconst_51101-51120.ttl,276,14,84,2
2439,ccrdfconst_51121-51140.ttl,360,15,69,1
2440,ccrdfconst_51141-51160.ttl,305,17,96,2
2441,ccrdfconst_51161-51180.ttl,312,14,96,3
2442,ccrdfconst_51181-51200.ttl,241,8,0,0
2443,ccrdfconst_51201-51220.ttl,293,15,114,4
2444,ccrdfconst_51221-51240.ttl,402,18,0,0
2445,ccrdfconst_51241-51260.ttl,341,18,92,1
2446,ccrdfconst_51261-51280.ttl,314,17,119,3
2447,ccrdfconst_51281-51300.ttl,226,13,0,0
2448,ccrdfconst_51301-51320.ttl,294,17,69,1
2449,ccrdfconst_51321-51340.ttl,400,19,135,2
2450,ccrdfconst_51341-51360.ttl,285,16,64,1
2451,ccrdfconst_51361-51380.ttl,275,19,53,1
2452,ccrdfconst_51381-51400.ttl,360,20,86,1
2453,ccrdfconst_51401-51420.ttl,240,14,0,0
2454,ccrdfconst_51421-51440.ttl,324,20,129,3
2455,ccrdfconst_51441-51460.ttl,257,18,81,3
2456,ccrdfconst_51461-51480.ttl,288,11,146,5
2457,ccrdfconst_51481-51500.ttl,305,18,64,1
2458,ccrdfconst_51501-51520.ttl,300,16,137,4
2459,ccrdfconst_51521-51540.ttl,467,18,142,3
2460,ccrdfconst_51541-51560.ttl,302,16,0,0
2461,ccrdfconst_51561-51580.ttl,344,19,140,4
2462,ccrdfconst_51581-51600.ttl,273,13,74,1
2463,ccrdfconst_51601-51620.ttl,349,17,107,2
2464,ccrdfconst_51621-51640.ttl,290,16,57,1
2465,ccrdfconst_51641-51660.ttl,345,18,152,4
2466,ccrdfconst_51661-51680.ttl,420,20,196,4
2467,ccrdfconst_51681-51700.ttl,259,15,66,1
2468,ccrdfconst_51701-51720.ttl,289,15,39,1
2469,ccrdfconst_51721-51740.ttl,285,14,100,2
2470,ccrdfconst_51741-51760.ttl,236,12,91,2
2471,ccrdfconst_51761-51780.ttl,309,12,162,5
2472,ccrdfconst_51781-51800.ttl,311,19,105,2
2473,ccrdfconst_51801-51820.ttl,322,13,135,3
2474,ccrdfconst_51821-51840.ttl,286,13,115,3
2475,ccrdfconst_51841-51860.ttl,257,17,85,2
2476,ccrdfconst_51861-51880.ttl,347,13,150,4
2477,ccrdfconst_51881-51900.ttl,254,16,101,7
2478,ccrdfconst_51901-51920.ttl,340,20,158,5
2479,ccrdfconst_51921-51940.ttl,171,5,0,0
2480,ccrdfconst_51941-51960.ttl,267,17,91,2
2481,ccrdfconst_51961-51980.ttl,309,17,82,2
2482,ccrdfconst_51981-52000.ttl,304,16,79,2
2483,ccrdfconst_52001-52020.ttl,319,19,67,2
2484,ccrdfconst_52021-52040.ttl,294,18,106,2
2485,ccrdfconst_52041-52060.ttl,294,19,86,2
2486,ccrdfconst_52061-52080.ttl,277,15,123,3
2487,ccrdfconst_52081-52100.ttl,244,17,67,1
2488,ccrdfconst_52101-52120.ttl,293,17,28,1
2489,ccrdfconst_52121-52140.ttl,335,17,136,3
2490,ccrdfconst_52141-52160.ttl,370,20,224,8
2491,ccrdfconst_52161-52180.ttl,333,19,52,1
2492,ccrdfconst_52181-52200.ttl,315,19,88,2
2493,ccrdfconst_52201-52220.ttl,254,11,37,1
2494,ccrdfconst_52221-52240.ttl,160,5,0,0
2495,ccrdfconst_52241-52260.ttl,278,17,73,2
2496,ccrdfconst_52261-52280.ttl,286,19,73,1
2497,ccrdfconst_52281-52300.ttl,290,14,92,2
2498,ccrdfconst_52301-52320.ttl,257,11,110,3
2499,ccrdfconst_52321-52340.ttl,299,15,119,3
2500,ccrdfconst_52341-52360.ttl,193,11,0,0
2501,ccrdfconst_52361-52380.ttl,265,16,62,1
2502,ccrdfconst_52381-52400.ttl,416,19,139,3
2503,ccrdfconst_52401-52420.ttl,235,12,0,0
2504,ccrdfconst_52421-52440.ttl,321,18,98,2
2505,ccrdfconst_52441-52460.ttl,228,11,38,1
2506,ccrdfconst_52461-52480.ttl,356,18,67,2
2507,ccrdfconst_52481-52500.ttl,288,14,76,2
2508,ccrdfconst_52501-52520.ttl,324,16,110,2
2509,ccrdfconst_52521-52540.ttl,253,17,44,1
2510,ccrdfconst_52541-52560.ttl,184,10,0,0
2511,ccrdfconst_52561-52580.ttl,330,16,135,3
2512,ccrdfconst_52581-52600.ttl,354,18,169,5
2513,ccrdfconst_52601-52620.ttl,309,17,0,0
2514,ccrdfconst_52621-52640.ttl,267,15,0,0
2515,ccrdfconst_52641-52660.ttl,269,11,56,1
2516,ccrdfconst_52661-52680.ttl,327,14,91,2
2517,ccrdfconst_52681-52700.ttl,269,14,70,1
2518,ccrdfconst_52701-52720.ttl,298,18,122,4
2519,ccrdfconst_52721-52740.ttl,293,17,56,1
2520,ccrdfconst_52741-52760.ttl,349,15,148,4
2521,ccrdfconst_52761-52780.ttl,273,15,122,4
2522,ccrdfconst_52801-52820.ttl,274,13,101,2
2523,ccrdfconst_52821-52840.ttl,180,5,0,0
2524,ccrdfconst_52841-52860.ttl,136,2,26,1
2525,ccrdfconst_52861-52880.ttl,130,2,0,0
2526,ccrdfconst_52881-52900.ttl,122,2,0,0
2527,ccrdfconst_52901-52920.ttl,114,1,0,0
2528,ccrdfconst_52921-52940.ttl,214,6,96,2
2529,ccrdfconst_52941-52960.ttl,259,16,35,1
2530,ccrdfconst_52961-52980.ttl,247,16,84,3
2531,ccrdfconst_52981-53000.ttl,327,19,115,3
2532,ccrdfconst_53001-53020.ttl,289,15,112,3
2533,ccrdfconst_53021-53040.ttl,257,13,46,1
2534,ccrdfconst_53041-53060.ttl,250,17,0,0
2535,ccrdfconst_53081-53100.ttl,232,12,80,3
2536,ccrdfconst_53101-53120.ttl,314,15,88,3
2537,ccrdfconst_53121-53140.ttl,250,17,0,0
2538,ccrdfconst_53141-53160.ttl,338,20,117,3
2539,ccrdfconst_53161-53180.ttl,353,18,189,6
2540,ccrdfconst_53181-53200.ttl,269,16,93,2
2541,ccrdfconst_53221-53240.ttl,264,15,89,2
2542,ccrdfconst_53241-53260.ttl,356,17,167,5
2543,ccrdfconst_53261-53280.ttl,372,16,140,4
2544,ccrdfconst_53321-53340.ttl,255,13,142,7
2545,ccrdfconst_53341-53360.ttl,368,20,234,8
2546,ccrdfconst_53361-53380.ttl,278,18,89,3
2547,ccrdfconst_53401-53420.ttl,309,15,138,3
2548,ccrdfconst_53421-53440.ttl,189,9,57,3
2549,ccrdfconst_53441-53460.ttl,289,13,76,1
2550,ccrdfconst_53461-53480.ttl,360,19,156,5
2551,ccrdfconst_53481-53500.ttl,236,9,93,4
2552,ccrdfconst_53501-53520.ttl,193,10,44,2
2553,ccrdfconst_53521-53540.ttl,274,17,103,3
2554,ccrdfconst_53541-53560.ttl,281,8,137,4
2555,ccrdfconst_53561-53580.ttl,302,16,120,4
2556,ccrdfconst_53581-53600.ttl,280,17,88,2
2557,ccrdfconst_53601-53620.ttl,288,19,71,1
2558,ccrdfconst_53621-53640.ttl,281,14,65,1
2559,ccrdfconst_53641-53660.ttl,322,16,118,3
2560,ccrdfconst_53661-53680.ttl,442,20,120,2
2561,ccrdfconst_53681-53700.ttl,316,16,145,4
2562,ccrdfconst_53701-53720.ttl,355,17,103,3
2563,ccrdfconst_53721-53740.ttl,321,16,123,4
2564,ccrdfconst_53741-53760.ttl,232,15,46,1
2565,ccrdfconst_53761-53780.ttl,324,18,102,2
2566,ccrdfconst_53781-53800.ttl,324,20,114,3
2567,ccrdfconst_53801-53820.ttl,303,17,115,4
2568,ccrdfconst_53821-53840.ttl,258,19,0,0
2569,ccrdfconst_53841-53860.ttl,277,18,6,1
2570,ccrdfconst_53861-53880.ttl,313,18,111,3
2571,ccrdfconst_53881-53900.ttl,291,17,0,0
2572,ccrdfconst_53901-53920.ttl,253,13,75,1
2573,ccrdfconst_53921-53940.ttl,192,10,0,0
2574,ccrdfconst_53941-53960.ttl,219,14,44,1
2575,ccrdfconst_53961-53980.ttl,167,6,0,0
2576,ccrdfconst_53981-54000.ttl,199,9,34,1
2577,ccrdfconst_54001-54020.ttl,128,4,0,0
2578,ccrdfconst_54021-54040.ttl,133,2,27,1
2579,ccrdfconst_54041-54060.ttl,178,3,32,1
2580,ccrdfconst_54061-54080.ttl,232,10,63,1
2581,ccrdfconst_54101-54120.ttl,256,12,75,3
2582,ccrdfconst_54121-54140.ttl,204,12,39,1
2583,ccrdfconst_54141-54160.ttl,268,10,41,1
2584,ccrdfconst_54161-54180.ttl,200,8,43,1
2585,ccrdfconst_54181-54200.ttl,240,18,139,9
2586,ccrdfconst_54201-54220.ttl,354,20,193,6
2587,ccrdfconst_54221-54240.ttl,395,19,94,2
2588,ccrdfconst_54241-54260.ttl,254,16,102,4
2589,ccrdfconst_54261-54280.ttl,251,14,94,3
2590,ccrdfconst_54281-54300.ttl,243,15,45,1
2591,ccrdfconst_54301-54320.ttl,340,17,71,1
2592,ccrdfconst_54321-54340.ttl,318,18,70,1
2593,ccrdfconst_54341-54360.ttl,238,13,0,0
2594,ccrdfconst_54361-54380.ttl,302,16,80,1
2595,ccrdfconst_54381-54400.ttl,324,19,79,2
2596,ccrdfconst_54401-54420.ttl,358,17,137,2
2597,ccrdfconst_54421-54440.ttl,357,20,83,1
2598,ccrdfconst_54441-54460.ttl,287,16,0,0
2599,ccrdfconst_54461-54480.ttl,312,16,95,2
2600,ccrdfconst_54481-54500.ttl,286,16,83,2
2601,ccrdfconst_54501-54520.ttl,329,17,116,3
2602,ccrdfconst_54521-54540.ttl,321,16,75,1
2603,ccrdfconst_54541-54560.ttl,335,18,63,1
2604,ccrdfconst_54561-54580.ttl,360,19,123,3
2605,ccrdfconst_54581-54600.ttl,261,16,62,1
2606,ccrdfconst_54601-54620.ttl,295,16,44,1
2607,ccrdfconst_54621-54640.ttl,305,13,80,1
2608,ccrdfconst_54641-54660.ttl,366,18,132,4
2609,ccrdfconst_54661-54680.ttl,269,16,79,2
2610,ccrdfconst_54681-54700.ttl,366,20,138,3
2611,ccrdfconst_54701-54720.ttl,384,19,54,1
2612,ccrdfconst_54721-54740.ttl,259,18,59,2
2613,ccrdfconst_54741-54760.ttl,225,16,54,2
2614,ccrdfconst_54761-54780.ttl,268,15,78,2
2615,ccrdfconst_54781-54800.ttl,200,7,74,2
2616,ccrdfconst_54801-54820.ttl,275,9,106,2
2617,ccrdfconst_54821-54840.ttl,282,10,102,2
2618,ccrdfconst_54841-54860.ttl,158,8,32,1
