 "nmvw_actor1" , "nmvw_actor2" , "nmvw_object" ,
 "https://hdl.handle.net/20.500.11840/pi2246" , "https://hdl.handle.net/20.500.11840/pi3341" , "https://hdl.handle.net/20.500.11840/140235" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22139" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22139" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22199" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22199" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22201" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22201" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22203" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22203" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22203" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22203" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22205" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22205" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22205" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22205" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22207" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22207" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22207" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22207" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22209" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22209" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22211" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22211" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22213" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22213" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22213" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22213" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22217" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22217" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22217" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22217" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22219" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22219" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22219" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22219" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22221" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22221" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22221" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22221" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22225" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22225" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22225" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22225" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22227" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22227" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22229" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22229" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22229" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22229" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22231" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22231" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22231" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22231" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22233" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22233" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22119" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22119" ,
 "https://hdl.handle.net/20.500.11840/pi900" , "https://hdl.handle.net/20.500.11840/pi8054" , "https://hdl.handle.net/20.500.11840/140330" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22235" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22235" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22235" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22235" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22235" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22235" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22237" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22237" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22237" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22237" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22239" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22239" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22241" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22241" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22241" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22241" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22243" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22243" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22243" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22243" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22243" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22243" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22245" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22245" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22245" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22245" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22247" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22247" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22247" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22247" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22247" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22247" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22249" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22249" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22249" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22249" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22251" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22251" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22251" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22251" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22253" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22253" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22255" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22255" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22255" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22255" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22257" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22257" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22257" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22257" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22259" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22259" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22259" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22259" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22259" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22259" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22263" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22263" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22263" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22263" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22263" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22263" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22265" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22265" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22265" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22265" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22265" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22265" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22267" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22267" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22269" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22269" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22271" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22271" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22273" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22273" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22275" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22275" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22277" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22277" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22277" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22277" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22283" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22283" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22285" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22285" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22285" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22285" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22285" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22285" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22287" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22287" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22287" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22287" ,
 "https://hdl.handle.net/20.500.11840/pi146" , "https://hdl.handle.net/20.500.11840/pi2478" , "https://hdl.handle.net/20.500.11840/140524" ,
 "https://hdl.handle.net/20.500.11840/pi146" , "https://hdl.handle.net/20.500.11840/pi2478" , "https://hdl.handle.net/20.500.11840/140525" ,
 "https://hdl.handle.net/20.500.11840/pi2478" , "https://hdl.handle.net/20.500.11840/pi146" , "https://hdl.handle.net/20.500.11840/140525" ,
 "https://hdl.handle.net/20.500.11840/pi2478" , "https://hdl.handle.net/20.500.11840/pi146" , "https://hdl.handle.net/20.500.11840/140526" ,
 "https://hdl.handle.net/20.500.11840/pi146" , "https://hdl.handle.net/20.500.11840/pi2478" , "https://hdl.handle.net/20.500.11840/140527" ,
 "https://hdl.handle.net/20.500.11840/pi2478" , "https://hdl.handle.net/20.500.11840/pi146" , "https://hdl.handle.net/20.500.11840/140527" ,
 "https://hdl.handle.net/20.500.11840/pi146" , "https://hdl.handle.net/20.500.11840/pi2478" , "https://hdl.handle.net/20.500.11840/140528" ,
 "https://hdl.handle.net/20.500.11840/pi146" , "https://hdl.handle.net/20.500.11840/pi2478" , "https://hdl.handle.net/20.500.11840/140529" ,
 "https://hdl.handle.net/20.500.11840/pi2478" , "https://hdl.handle.net/20.500.11840/pi146" , "https://hdl.handle.net/20.500.11840/140529" ,
 "https://hdl.handle.net/20.500.11840/pi2478" , "https://hdl.handle.net/20.500.11840/pi146" , "https://hdl.handle.net/20.500.11840/140531" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22289" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22289" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22291" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22291" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22291" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22291" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22297" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22297" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22297" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22297" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22299" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22299" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22299" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22299" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22299" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22299" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22301" ,
 "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22301" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/22301" ,
 "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/pi7008" , "https://hdl.handle.net/20.500.11840/22301" ,
 "https://hdl.handle.net/20.500.11840/pi2354" , "https://hdl.handle.net/20.500.11840/pi39586" , "https://hdl.handle.net/20.500.11840/22305" ,
