 nmvw_obj,nmvw_prod_place,nmvw_actor,b_time,e_time,
 "https://hdl.handle.net/20.500.11840/181207" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181208" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181209" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181210" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181211" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181212" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181213" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181214" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181215" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181216" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181217" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181218" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181219" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181220" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181221" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181222" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181223" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181224" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181225" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181226" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181227" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181228" , "https://hdl.handle.net/20.500.11840/termmaster15565" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181231" , "https://hdl.handle.net/20.500.11840/termmaster7746" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181232" , "https://hdl.handle.net/20.500.11840/termmaster7570" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001950" ,
 "https://hdl.handle.net/20.500.11840/181234" , "https://hdl.handle.net/20.500.11840/termmaster7666" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000002002" ,
 "https://hdl.handle.net/20.500.11840/181235" , "https://hdl.handle.net/20.500.11840/termmaster7628" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
 "https://hdl.handle.net/20.500.11840/181236" , "https://hdl.handle.net/20.500.11840/termmaster7746" , "https://hdl.handle.net/20.500.11840/pi3072" , "10000001933" , "10000001959" ,
