 "no_object" , "nmvw_actor" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi21521" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi21525" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2153" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi21539" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2154" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21545" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2155" ,
 "35" , "https://hdl.handle.net/20.500.11840/pi21557" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21559" ,
 "26" , "https://hdl.handle.net/20.500.11840/pi2156" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21571" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi21572" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21573" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21574" ,
 "98" , "https://hdl.handle.net/20.500.11840/pi21577" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2158" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi21585" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21590" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21591" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21592" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21593" ,
 "3768" , "https://hdl.handle.net/20.500.11840/pi216" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2160" ,
 "31" , "https://hdl.handle.net/20.500.11840/pi21601" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21602" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21611" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21612" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi21615" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi21616" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21617" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi21618" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2162" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi21622" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi21623" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21626" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21627" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi21628" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21629" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2163" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21639" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi21644" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21645" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21646" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21649" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi2165" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21650" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi21651" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21652" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21653" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21654" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21655" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21656" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi21657" ,
 "77" , "https://hdl.handle.net/20.500.11840/pi21658" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21677" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2168" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2169" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2171" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi21726" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21729" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2173" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi21732" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21734" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21735" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21736" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi21737" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi21738" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21739" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi2174" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21740" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21741" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21742" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi2175" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21760" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2177" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2178" ,
 "83" , "https://hdl.handle.net/20.500.11840/pi21780" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21806" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi21808" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2181" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2182" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2183" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2184" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21841" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi2186" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2187" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21873" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21880" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi2189" ,
 "3293" , "https://hdl.handle.net/20.500.11840/pi219" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi21907" ,
 "126" , "https://hdl.handle.net/20.500.11840/pi2191" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2192" ,
 "105" , "https://hdl.handle.net/20.500.11840/pi2193" ,
 "76" , "https://hdl.handle.net/20.500.11840/pi2194" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2196" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi21960" ,
 "87" , "https://hdl.handle.net/20.500.11840/pi2197" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi21975" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2199" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2200" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22000" ,
 "56" , "https://hdl.handle.net/20.500.11840/pi22001" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi22003" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi22004" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi22005" ,
 "32" , "https://hdl.handle.net/20.500.11840/pi22006" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22038" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi22041" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22042" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi22044" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi22045" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi22046" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2205" ,
 "20" , "https://hdl.handle.net/20.500.11840/pi22055" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22073" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22074" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2208" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22085" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22087" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2209" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22099" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2210" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi2211" ,
 "494" , "https://hdl.handle.net/20.500.11840/pi22124" ,
 "275" , "https://hdl.handle.net/20.500.11840/pi22126" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2213" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22131" ,
 "24" , "https://hdl.handle.net/20.500.11840/pi2214" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22144" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi22147" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi2215" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22155" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22165" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22166" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22169" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2217" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22170" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22172" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi222" ,
 "90" , "https://hdl.handle.net/20.500.11840/pi2220" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2221" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22211" ,
 "52" , "https://hdl.handle.net/20.500.11840/pi22212" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi22216" ,
 "34" , "https://hdl.handle.net/20.500.11840/pi22234" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi22235" ,
 "36" , "https://hdl.handle.net/20.500.11840/pi22246" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22249" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22251" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22253" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22255" ,
 "20" , "https://hdl.handle.net/20.500.11840/pi22257" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22258" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22259" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22260" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22261" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22262" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2227" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2228" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi2229" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi22299" ,
 "23" , "https://hdl.handle.net/20.500.11840/pi223" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2230" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi22301" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi2233" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22337" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2234" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi2237" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi22373" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22374" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2238" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22383" ,
 "56" , "https://hdl.handle.net/20.500.11840/pi2239" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi2240" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22404" ,
 "151" , "https://hdl.handle.net/20.500.11840/pi22412" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2242" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22422" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi2243" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2244" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22444" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2245" ,
 "9729" , "https://hdl.handle.net/20.500.11840/pi2246" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22462" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22464" ,
 "2199" , "https://hdl.handle.net/20.500.11840/pi2247" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi2248" ,
 "161" , "https://hdl.handle.net/20.500.11840/pi2249" ,
 "6603" , "https://hdl.handle.net/20.500.11840/pi225" ,
 "662" , "https://hdl.handle.net/20.500.11840/pi22518" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22519" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2252" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi22520" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22521" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22522" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22523" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22524" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22525" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22526" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22527" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi22528" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22529" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi2253" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22531" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22533" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22534" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22535" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22536" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22538" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22539" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22540" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22541" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi22542" ,
 "22" , "https://hdl.handle.net/20.500.11840/pi22543" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi22546" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22547" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi22549" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2255" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22550" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi22551" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22553" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22555" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi22556" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22558" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22559" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22560" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22561" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22563" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22564" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22565" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22566" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22567" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22568" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22569" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22570" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22571" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22572" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22573" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22574" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22575" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22576" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22577" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22578" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2258" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22580" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22581" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22582" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22583" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22584" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22585" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22586" ,
 "204" , "https://hdl.handle.net/20.500.11840/pi22588" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi2259" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22590" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22592" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22593" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22594" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22595" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi22596" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi22597" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22599" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22600" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22602" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi22603" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi22604" ,
 "1183" , "https://hdl.handle.net/20.500.11840/pi22605" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi2261" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi22610" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi22611" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi22613" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi22614" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22615" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22616" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22617" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi2262" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22620" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22621" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22622" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22624" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22626" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22627" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22628" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22629" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22630" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22631" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22632" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22633" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22634" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22635" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22636" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22637" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22639" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2264" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22648" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2265" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22651" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi22653" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22654" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22657" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22659" ,
 "2095" , "https://hdl.handle.net/20.500.11840/pi2266" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi22661" ,
 "205" , "https://hdl.handle.net/20.500.11840/pi22662" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22663" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22664" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi22665" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2267" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22670" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi22672" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi22673" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22674" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22675" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22676" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22677" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22678" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22679" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi2268" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22680" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22681" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22682" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22683" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22684" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22686" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22687" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi22688" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi22689" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22691" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22692" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22693" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22694" ,
 "92" , "https://hdl.handle.net/20.500.11840/pi22695" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22696" ,
 "65" , "https://hdl.handle.net/20.500.11840/pi22697" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22698" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22699" ,
 "25" , "https://hdl.handle.net/20.500.11840/pi2270" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22700" ,
 "36" , "https://hdl.handle.net/20.500.11840/pi22701" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22705" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22706" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22707" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi22708" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi22709" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22710" ,
 "4052" , "https://hdl.handle.net/20.500.11840/pi22712" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22713" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22714" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22715" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22717" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22718" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22719" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2272" ,
 "22" , "https://hdl.handle.net/20.500.11840/pi22720" ,
 "60" , "https://hdl.handle.net/20.500.11840/pi22721" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22724" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi2273" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22731" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22732" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22733" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22734" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22735" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22736" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22737" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22738" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22739" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi2274" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22740" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22741" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22742" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22743" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22744" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22745" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22746" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22747" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22748" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22749" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2275" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22750" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22751" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22752" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22753" ,
 "74" , "https://hdl.handle.net/20.500.11840/pi22755" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22758" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22759" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2276" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22761" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22762" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22763" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22764" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22765" ,
 "37" , "https://hdl.handle.net/20.500.11840/pi22767" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22789" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2279" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22791" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22792" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22794" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22797" ,
 "105" , "https://hdl.handle.net/20.500.11840/pi228" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi2280" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22808" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi22809" ,
 "20" , "https://hdl.handle.net/20.500.11840/pi22811" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22812" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22813" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22816" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22817" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi22818" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22819" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2282" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22820" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22821" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22822" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22823" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22824" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi22825" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22826" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22827" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22828" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi22829" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi2283" ,
 "64" , "https://hdl.handle.net/20.500.11840/pi22835" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22836" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22837" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22839" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi22840" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi22841" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi22842" ,
 "22" , "https://hdl.handle.net/20.500.11840/pi22843" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22845" ,
 "98" , "https://hdl.handle.net/20.500.11840/pi22846" ,
 "87" , "https://hdl.handle.net/20.500.11840/pi22847" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi22853" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi2286" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22865" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi22867" ,
