 "no_object" , "nmvw_actor" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45203" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45205" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45206" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45210" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45211" ,
 "82" , "https://hdl.handle.net/20.500.11840/pi45214" ,
 "171" , "https://hdl.handle.net/20.500.11840/pi45215" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45216" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi45217" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi45218" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi45219" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi4522" ,
 "36" , "https://hdl.handle.net/20.500.11840/pi45220" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi45221" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45222" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45224" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45225" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45226" ,
 "26" , "https://hdl.handle.net/20.500.11840/pi45227" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi45229" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi4523" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45231" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi45233" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi45234" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45239" ,
 "130" , "https://hdl.handle.net/20.500.11840/pi4524" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45240" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45241" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45246" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45257" ,
 "91" , "https://hdl.handle.net/20.500.11840/pi45260" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45261" ,
 "46" , "https://hdl.handle.net/20.500.11840/pi45262" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45263" ,
 "56" , "https://hdl.handle.net/20.500.11840/pi45264" ,
 "31" , "https://hdl.handle.net/20.500.11840/pi45267" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi4527" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45272" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45273" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45274" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45275" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi45276" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45277" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi45278" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45279" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45280" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45281" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45282" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45288" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi45289" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45291" ,
 "29" , "https://hdl.handle.net/20.500.11840/pi45292" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45293" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45294" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45298" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45299" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45303" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi45304" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45310" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi45317" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45318" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi4532" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45320" ,
 "171" , "https://hdl.handle.net/20.500.11840/pi45323" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi45324" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45328" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45331" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45333" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45334" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi45335" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45336" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi45337" ,
 "68" , "https://hdl.handle.net/20.500.11840/pi45339" ,
 "69" , "https://hdl.handle.net/20.500.11840/pi45341" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi45346" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi45350" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi45351" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45353" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45354" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45355" ,
 "171" , "https://hdl.handle.net/20.500.11840/pi45356" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45357" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45358" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45359" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi4536" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45360" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45363" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45364" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45365" ,
 "101" , "https://hdl.handle.net/20.500.11840/pi45366" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45367" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45368" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45369" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi4537" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45370" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45373" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45378" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45380" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi45381" ,
 "56" , "https://hdl.handle.net/20.500.11840/pi45393" ,
 "54" , "https://hdl.handle.net/20.500.11840/pi45394" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45396" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45399" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi454" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi45402" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi45404" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi45407" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45408" ,
 "29" , "https://hdl.handle.net/20.500.11840/pi45409" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi45414" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45416" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45417" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi45418" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi4542" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45444" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45454" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi45455" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45456" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45458" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45462" ,
 "28" , "https://hdl.handle.net/20.500.11840/pi45463" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45465" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45467" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45476" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45477" ,
 "335" , "https://hdl.handle.net/20.500.11840/pi45478" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45479" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45480" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45483" ,
 "69" , "https://hdl.handle.net/20.500.11840/pi45485" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45487" ,
 "185" , "https://hdl.handle.net/20.500.11840/pi45489" ,
 "72" , "https://hdl.handle.net/20.500.11840/pi45492" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45494" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45496" ,
 "23" , "https://hdl.handle.net/20.500.11840/pi45498" ,
 "20" , "https://hdl.handle.net/20.500.11840/pi45499" ,
 "74" , "https://hdl.handle.net/20.500.11840/pi455" ,
 "26" , "https://hdl.handle.net/20.500.11840/pi4550" ,
 "20" , "https://hdl.handle.net/20.500.11840/pi45500" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45505" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi45508" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi4551" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45513" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45515" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45516" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi45517" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi4552" ,
 "126" , "https://hdl.handle.net/20.500.11840/pi45520" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45522" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45523" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45524" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45526" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45527" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi45529" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45533" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45535" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi45536" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45537" ,
 "106" , "https://hdl.handle.net/20.500.11840/pi45541" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45544" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45549" ,
 "110" , "https://hdl.handle.net/20.500.11840/pi45550" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45554" ,
 "31" , "https://hdl.handle.net/20.500.11840/pi45562" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi45567" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45568" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45569" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi4557" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45570" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi45571" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45573" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45574" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45575" ,
 "39" , "https://hdl.handle.net/20.500.11840/pi45578" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi4558" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45580" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45581" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45582" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45583" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45585" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45586" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45587" ,
 "34" , "https://hdl.handle.net/20.500.11840/pi45588" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45590" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45592" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45593" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45594" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45595" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45596" ,
 "102" , "https://hdl.handle.net/20.500.11840/pi45597" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45598" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45599" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45601" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi45603" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45605" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45606" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45607" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45608" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45609" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45610" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45611" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45612" ,
 "37" , "https://hdl.handle.net/20.500.11840/pi45613" ,
 "57" , "https://hdl.handle.net/20.500.11840/pi45614" ,
 "48" , "https://hdl.handle.net/20.500.11840/pi45615" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45616" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi45617" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45618" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45619" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi4562" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45620" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45622" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45625" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi45626" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi45628" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45632" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45633" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45634" ,
 "27" , "https://hdl.handle.net/20.500.11840/pi45635" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45640" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45641" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi45642" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45645" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45646" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45647" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45648" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45649" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45650" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45651" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45653" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45654" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45655" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45656" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45657" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45662" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45663" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45664" ,
 "87" , "https://hdl.handle.net/20.500.11840/pi45666" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45669" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi4567" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45671" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45672" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45677" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45679" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45680" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45682" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi45683" ,
 "42" , "https://hdl.handle.net/20.500.11840/pi45684" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi45686" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45690" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45691" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45692" ,
 "148" , "https://hdl.handle.net/20.500.11840/pi45694" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45697" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45699" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi457" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45700" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi45703" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45705" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi45706" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45707" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45710" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45711" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45714" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45718" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45720" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi45721" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45723" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45724" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45725" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45726" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45727" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45731" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45735" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45736" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45753" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45755" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi45759" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45764" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45765" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45766" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi45767" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45768" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45769" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45770" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45771" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45772" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45773" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45774" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45775" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45776" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi45777" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45781" ,
 "237" , "https://hdl.handle.net/20.500.11840/pi45787" ,
 "46" , "https://hdl.handle.net/20.500.11840/pi45789" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi4579" ,
 "65" , "https://hdl.handle.net/20.500.11840/pi45790" ,
 "65" , "https://hdl.handle.net/20.500.11840/pi45791" ,
 "324" , "https://hdl.handle.net/20.500.11840/pi45792" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi45793" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45799" ,
 "36" , "https://hdl.handle.net/20.500.11840/pi458" ,
 "28" , "https://hdl.handle.net/20.500.11840/pi4580" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45811" ,
 "72" , "https://hdl.handle.net/20.500.11840/pi45820" ,
 "29" , "https://hdl.handle.net/20.500.11840/pi45824" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45839" ,
 "60" , "https://hdl.handle.net/20.500.11840/pi4584" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45840" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45845" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi4585" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45853" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45855" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45857" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45859" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45860" ,
 "26" , "https://hdl.handle.net/20.500.11840/pi45861" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45862" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45863" ,
 "23" , "https://hdl.handle.net/20.500.11840/pi45864" ,
 "129" , "https://hdl.handle.net/20.500.11840/pi45865" ,
 "79" , "https://hdl.handle.net/20.500.11840/pi45866" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45867" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45868" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45870" ,
 "156" , "https://hdl.handle.net/20.500.11840/pi45877" ,
 "26" , "https://hdl.handle.net/20.500.11840/pi45878" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45882" ,
 "33" , "https://hdl.handle.net/20.500.11840/pi45890" ,
 "51" , "https://hdl.handle.net/20.500.11840/pi45891" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45892" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45896" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45897" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45899" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi459" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45902" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi45904" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45905" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45906" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45907" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi45908" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi45911" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45912" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi45913" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45914" ,
 "114" , "https://hdl.handle.net/20.500.11840/pi45915" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45916" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi45918" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45919" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi45920" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45921" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45922" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45923" ,
 "156" , "https://hdl.handle.net/20.500.11840/pi45925" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45927" ,
 "20" , "https://hdl.handle.net/20.500.11840/pi45928" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45929" ,
 "41" , "https://hdl.handle.net/20.500.11840/pi4593" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45930" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45931" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45932" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45933" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45934" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45935" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45936" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi4594" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi45940" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45942" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45943" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi45944" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45946" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45948" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi45949" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45950" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45951" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45952" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45953" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi45954" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45957" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45958" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45959" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45960" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45961" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi45962" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi45964" ,
 "43" , "https://hdl.handle.net/20.500.11840/pi45965" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45966" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi45967" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi45968" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi45986" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45989" ,
 "59" , "https://hdl.handle.net/20.500.11840/pi4599" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45991" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45992" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi45996" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi46" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi460" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi4600" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46003" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi46004" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi46005" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46006" ,
 "64" , "https://hdl.handle.net/20.500.11840/pi46007" ,
 "118" , "https://hdl.handle.net/20.500.11840/pi46008" ,
 "23" , "https://hdl.handle.net/20.500.11840/pi46009" ,
 "37" , "https://hdl.handle.net/20.500.11840/pi46010" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi46011" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi46012" ,
 "65" , "https://hdl.handle.net/20.500.11840/pi46013" ,
 "99" , "https://hdl.handle.net/20.500.11840/pi46014" ,
 "99" , "https://hdl.handle.net/20.500.11840/pi46015" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi46016" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46017" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46018" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46020" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46021" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46025" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46026" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46027" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi4603" ,
 "23" , "https://hdl.handle.net/20.500.11840/pi46030" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46031" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi46033" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi46034" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi46035" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46036" ,
 "391" , "https://hdl.handle.net/20.500.11840/pi46038" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46039" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi46040" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi46043" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46044" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46045" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46046" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46047" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46048" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi46049" ,
