 "n" , "nmvw_actor" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57808" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi57809" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi57810" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi57812" ,
 "306" , "https://hdl.handle.net/20.500.11840/pi57813" ,
 "180" , "https://hdl.handle.net/20.500.11840/pi57815" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57816" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57817" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57818" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi57819" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57821" ,
 "24" , "https://hdl.handle.net/20.500.11840/pi57822" ,
 "42" , "https://hdl.handle.net/20.500.11840/pi57823" ,
 "146" , "https://hdl.handle.net/20.500.11840/pi57824" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57825" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57826" ,
 "41" , "https://hdl.handle.net/20.500.11840/pi57827" ,
 "751" , "https://hdl.handle.net/20.500.11840/pi57829" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi57830" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi57833" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57838" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57839" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57840" ,
 "861" , "https://hdl.handle.net/20.500.11840/pi57846" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi57848" ,
 "24" , "https://hdl.handle.net/20.500.11840/pi57849" ,
 "129" , "https://hdl.handle.net/20.500.11840/pi57850" ,
 "24" , "https://hdl.handle.net/20.500.11840/pi57851" ,
 "31" , "https://hdl.handle.net/20.500.11840/pi57852" ,
 "156" , "https://hdl.handle.net/20.500.11840/pi57853" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57854" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57855" ,
 "33" , "https://hdl.handle.net/20.500.11840/pi57856" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57857" ,
 "78" , "https://hdl.handle.net/20.500.11840/pi57858" ,
 "42" , "https://hdl.handle.net/20.500.11840/pi57860" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57861" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57863" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57864" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi57865" ,
 "28" , "https://hdl.handle.net/20.500.11840/pi57866" ,
 "373" , "https://hdl.handle.net/20.500.11840/pi57867" ,
 "89" , "https://hdl.handle.net/20.500.11840/pi57868" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi5787" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57870" ,
 "178" , "https://hdl.handle.net/20.500.11840/pi57875" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57876" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57878" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi57879" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi57880" ,
 "20" , "https://hdl.handle.net/20.500.11840/pi57881" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi57882" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57883" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi57884" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi57885" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57888" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57890" ,
 "32" , "https://hdl.handle.net/20.500.11840/pi57891" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi57892" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi57894" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57895" ,
 "40" , "https://hdl.handle.net/20.500.11840/pi57896" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi57897" ,
 "26" , "https://hdl.handle.net/20.500.11840/pi57898" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi57899" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi579" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57900" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57901" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi57902" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi57904" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi57905" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57907" ,
 "171" , "https://hdl.handle.net/20.500.11840/pi57908" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi57909" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi5791" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57911" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57915" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi57917" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi57918" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi57919" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57920" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57921" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi57924" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57925" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi57926" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi57927" ,
 "34" , "https://hdl.handle.net/20.500.11840/pi57928" ,
 "40" , "https://hdl.handle.net/20.500.11840/pi57929" ,
 "65" , "https://hdl.handle.net/20.500.11840/pi57931" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57932" ,
 "23" , "https://hdl.handle.net/20.500.11840/pi57934" ,
 "3705" , "https://hdl.handle.net/20.500.11840/pi57935" ,
 "71" , "https://hdl.handle.net/20.500.11840/pi57937" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57938" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi57942" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57944" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi57946" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57947" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi57949" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi57950" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi57951" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57956" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi57957" ,
 "140" , "https://hdl.handle.net/20.500.11840/pi57959" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi57961" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi57962" ,
 "107" , "https://hdl.handle.net/20.500.11840/pi57963" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57964" ,
 "82" , "https://hdl.handle.net/20.500.11840/pi57967" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi57969" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57971" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi57972" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi57976" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57977" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi57978" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi57984" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi57986" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57987" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi57988" ,
 "179" , "https://hdl.handle.net/20.500.11840/pi57990" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57991" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi57993" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi57994" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi57996" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi57997" ,
 "81" , "https://hdl.handle.net/20.500.11840/pi58" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi580" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58002" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi58003" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi58006" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58007" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58008" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58009" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58011" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi58014" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi58016" ,
 "59" , "https://hdl.handle.net/20.500.11840/pi58017" ,
 "912" , "https://hdl.handle.net/20.500.11840/pi5802" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58020" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58021" ,
 "1976" , "https://hdl.handle.net/20.500.11840/pi58024" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi58025" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi58026" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58027" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi58028" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58031" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58033" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58034" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi58036" ,
 "72" , "https://hdl.handle.net/20.500.11840/pi58037" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi58038" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi58039" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58042" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi58043" ,
 "336" , "https://hdl.handle.net/20.500.11840/pi58044" ,
 "221" , "https://hdl.handle.net/20.500.11840/pi58045" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58046" ,
 "25" , "https://hdl.handle.net/20.500.11840/pi58047" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi58048" ,
 "405" , "https://hdl.handle.net/20.500.11840/pi58049" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58051" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58053" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58055" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58056" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58057" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58058" ,
 "26" , "https://hdl.handle.net/20.500.11840/pi58059" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58060" ,
 "54" , "https://hdl.handle.net/20.500.11840/pi58061" ,
 "111" , "https://hdl.handle.net/20.500.11840/pi58062" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58063" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58065" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58066" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58067" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58069" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi58070" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58071" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58072" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58073" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi58074" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58078" ,
 "106" , "https://hdl.handle.net/20.500.11840/pi58079" ,
 "164" , "https://hdl.handle.net/20.500.11840/pi58080" ,
 "31" , "https://hdl.handle.net/20.500.11840/pi58081" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi58082" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58083" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58084" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58085" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58086" ,
 "557" , "https://hdl.handle.net/20.500.11840/pi58088" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58090" ,
 "34" , "https://hdl.handle.net/20.500.11840/pi58096" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58097" ,
 "88" , "https://hdl.handle.net/20.500.11840/pi58098" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58099" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58101" ,
 "93" , "https://hdl.handle.net/20.500.11840/pi58102" ,
 "28" , "https://hdl.handle.net/20.500.11840/pi58104" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi58106" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58107" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58108" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58110" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58113" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58114" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi58115" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi58116" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58117" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58118" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58119" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi58120" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi58122" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58125" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58128" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58131" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi58135" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi58136" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi58139" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi5814" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58140" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi58142" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58143" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58144" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58145" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58147" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58148" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi58150" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58151" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58152" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi58154" ,
 "189" , "https://hdl.handle.net/20.500.11840/pi58158" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58160" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58162" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi58163" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58164" ,
 "21" , "https://hdl.handle.net/20.500.11840/pi58165" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58166" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi58168" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58170" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58171" ,
 "57" , "https://hdl.handle.net/20.500.11840/pi58173" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi58174" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi58175" ,
 "72" , "https://hdl.handle.net/20.500.11840/pi58177" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58179" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi58182" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58183" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58184" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58186" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi58188" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58189" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58190" ,
 "29" , "https://hdl.handle.net/20.500.11840/pi58191" ,
 "39" , "https://hdl.handle.net/20.500.11840/pi58192" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi58193" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58194" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi58195" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58196" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58198" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi58199" ,
 "74" , "https://hdl.handle.net/20.500.11840/pi58201" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi58202" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58203" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi58204" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58205" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi58206" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58207" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58208" ,
 "74" , "https://hdl.handle.net/20.500.11840/pi58209" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58210" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi58211" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58214" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi58219" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi58220" ,
 "215" , "https://hdl.handle.net/20.500.11840/pi58223" ,
 "53" , "https://hdl.handle.net/20.500.11840/pi58227" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi58228" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58229" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi58230" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi58232" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi58236" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi58237" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi58238" ,
 "139" , "https://hdl.handle.net/20.500.11840/pi58239" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi5824" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58241" ,
 "731" , "https://hdl.handle.net/20.500.11840/pi58242" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi58246" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58247" ,
 "41" , "https://hdl.handle.net/20.500.11840/pi58256" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi58257" ,
 "67" , "https://hdl.handle.net/20.500.11840/pi58258" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi58260" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58265" ,
 "201" , "https://hdl.handle.net/20.500.11840/pi58266" ,
 "39" , "https://hdl.handle.net/20.500.11840/pi58273" ,
 "112" , "https://hdl.handle.net/20.500.11840/pi58279" ,
 "446" , "https://hdl.handle.net/20.500.11840/pi58282" ,
 "22" , "https://hdl.handle.net/20.500.11840/pi58284" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58285" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58286" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58287" ,
 "68" , "https://hdl.handle.net/20.500.11840/pi58290" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58291" ,
 "96" , "https://hdl.handle.net/20.500.11840/pi58293" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi58297" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi58298" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi583" ,
 "605" , "https://hdl.handle.net/20.500.11840/pi58301" ,
 "61" , "https://hdl.handle.net/20.500.11840/pi58302" ,
 "12" , "https://hdl.handle.net/20.500.11840/pi58303" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58304" ,
 "46" , "https://hdl.handle.net/20.500.11840/pi58305" ,
 "589" , "https://hdl.handle.net/20.500.11840/pi58306" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58307" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58308" ,
 "1023" , "https://hdl.handle.net/20.500.11840/pi58313" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58316" ,
 "648" , "https://hdl.handle.net/20.500.11840/pi58317" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58318" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi58319" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58322" ,
 "32" , "https://hdl.handle.net/20.500.11840/pi58325" ,
 "55" , "https://hdl.handle.net/20.500.11840/pi58326" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58331" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58332" ,
 "33" , "https://hdl.handle.net/20.500.11840/pi58333" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi58334" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58335" ,
 "166" , "https://hdl.handle.net/20.500.11840/pi58339" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58340" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58343" ,
 "30" , "https://hdl.handle.net/20.500.11840/pi58344" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58345" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58346" ,
 "40" , "https://hdl.handle.net/20.500.11840/pi58347" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi58349" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi58350" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58352" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58355" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58356" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi58357" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi58361" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi58362" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58364" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58371" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi58376" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58378" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58379" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58386" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58387" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58388" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58389" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58390" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58391" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58393" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi58396" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58398" ,
 "59" , "https://hdl.handle.net/20.500.11840/pi584" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58400" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58401" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58402" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58405" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58406" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58407" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi58408" ,
 "136" , "https://hdl.handle.net/20.500.11840/pi58409" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi58411" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi58412" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi58415" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi58416" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58419" ,
 "30" , "https://hdl.handle.net/20.500.11840/pi58420" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58421" ,
 "6326" , "https://hdl.handle.net/20.500.11840/pi58423" ,
 "93" , "https://hdl.handle.net/20.500.11840/pi58428" ,
 "46" , "https://hdl.handle.net/20.500.11840/pi58429" ,
 "62" , "https://hdl.handle.net/20.500.11840/pi58431" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58432" ,
 "30" , "https://hdl.handle.net/20.500.11840/pi58433" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58435" ,
 "10" , "https://hdl.handle.net/20.500.11840/pi58436" ,
 "5" , "https://hdl.handle.net/20.500.11840/pi58437" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58438" ,
 "20" , "https://hdl.handle.net/20.500.11840/pi58439" ,
 "94" , "https://hdl.handle.net/20.500.11840/pi58440" ,
 "63" , "https://hdl.handle.net/20.500.11840/pi58441" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58444" ,
 "23" , "https://hdl.handle.net/20.500.11840/pi58445" ,
 "19" , "https://hdl.handle.net/20.500.11840/pi58446" ,
 "6" , "https://hdl.handle.net/20.500.11840/pi58447" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58449" ,
 "66" , "https://hdl.handle.net/20.500.11840/pi5845" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58450" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58451" ,
 "114" , "https://hdl.handle.net/20.500.11840/pi58452" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi58453" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58454" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi58457" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi58458" ,
 "55" , "https://hdl.handle.net/20.500.11840/pi58459" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58460" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58462" ,
 "14" , "https://hdl.handle.net/20.500.11840/pi58464" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58466" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58467" ,
 "15" , "https://hdl.handle.net/20.500.11840/pi58469" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58471" ,
 "9" , "https://hdl.handle.net/20.500.11840/pi58472" ,
 "491" , "https://hdl.handle.net/20.500.11840/pi58473" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi58475" ,
 "17" , "https://hdl.handle.net/20.500.11840/pi58477" ,
 "23" , "https://hdl.handle.net/20.500.11840/pi58479" ,
 "428" , "https://hdl.handle.net/20.500.11840/pi58480" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58481" ,
 "8" , "https://hdl.handle.net/20.500.11840/pi58483" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58484" ,
 "18" , "https://hdl.handle.net/20.500.11840/pi58486" ,
 "89" , "https://hdl.handle.net/20.500.11840/pi58487" ,
 "68" , "https://hdl.handle.net/20.500.11840/pi58488" ,
 "33" , "https://hdl.handle.net/20.500.11840/pi58489" ,
 "11" , "https://hdl.handle.net/20.500.11840/pi58490" ,
 "303" , "https://hdl.handle.net/20.500.11840/pi58491" ,
 "13" , "https://hdl.handle.net/20.500.11840/pi58493" ,
 "43" , "https://hdl.handle.net/20.500.11840/pi58496" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58497" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58499" ,
 "205" , "https://hdl.handle.net/20.500.11840/pi58500" ,
 "182" , "https://hdl.handle.net/20.500.11840/pi58501" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58503" ,
 "425" , "https://hdl.handle.net/20.500.11840/pi58507" ,
 "2" , "https://hdl.handle.net/20.500.11840/pi58508" ,
 "4" , "https://hdl.handle.net/20.500.11840/pi58509" ,
 "1" , "https://hdl.handle.net/20.500.11840/pi58510" ,
 "16" , "https://hdl.handle.net/20.500.11840/pi58511" ,
 "7" , "https://hdl.handle.net/20.500.11840/pi58512" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58513" ,
 "3" , "https://hdl.handle.net/20.500.11840/pi58514" ,
